epoch,train_loss,valid_mse,valid_mae
1,0.7981509566307068,0.8686117440503596,0.7082224323472097
2,0.7470086216926575,0.8495619612375517,0.6996868810929036
3,0.7305726408958435,0.841574236624316,0.6972514872489693
4,0.70429927110672,0.8383372482949379,0.6980800897991121
5,0.6817941963672638,0.8394885465886842,0.7020291163309262
6,0.6581827402114868,0.8467790340727219,0.7102005225147401
7,0.622036874294281,0.8586939068465513,0.7212472124376837
8,0.5938146710395813,0.8709969352803038,0.7323444465103806
9,0.5701869428157806,0.8800706191544057,0.7412037214436294
10,0.5454405546188354,0.8850230062076684,0.7471209590858748
11,0.5293781161308289,0.8858815296388431,0.7500877768273956
12,0.5045392066240311,0.8837270502357529,0.7508555375340964
